image_name,off_formation,off_play,off_play_type,play_res,offense_player1_x,offense_player1_y,defense_player1_x,defense_player1_y,offense_player2_x,offense_player2_y,defense_player2_x,defense_player2_y,offense_player3_x,offense_player3_y,defense_player3_x,defense_player3_y,offense_player4_x,offense_player4_y,defense_player4_x,defense_player4_y,offense_player5_x,offense_player5_y,defense_player5_x,defense_player5_y,offense_player6_x,offense_player6_y,defense_player6_x,defense_player6_y,offense_player7_x,offense_player7_y,defense_player7_x,defense_player7_y,offense_player8_x,offense_player8_y,defense_player8_x,defense_player8_y,offense_player9_x,offense_player9_y,defense_player9_x,defense_player9_y,offense_player10_x,offense_player10_y,defense_player10_x,defense_player10_y,offense_player11_x,offense_player11_y,defense_player11_x,defense_player11_y
3e89c81a2df8bd225c56519a9bb7a2a9a978a496b9a5a22c06b4c6087a0cdd52.png,B FLEX,GB COUNTER,Run,Rush,1091.787841796875,390.18865966796875,641.5802001953125,560.1124877929688,1066.376708984375,523.3747559,786.5656738,426.3575134277344,971.5662231445312,417.3877258300781,640.0594482421875,420.3321838378906,1052.042969,383.8343200683594,569.8245239257812,404.2753906,898.5125732421875,357.1999206542969,744.2258301,450.50030517578125,907.7736206054688,442.53387451171875,359.65667724609375,392.5321044921875,694.8031005859375,308.39349365234375,471.8686828613281,355.4156188964844,700.6706543,306.6704102,605.8891602,381.40313720703125,894.6639404296875,442.5010986328125,0,0,0,0,0,0,0,0,0,0
72ca2eab10e0a4da4be408b19c2aa09c617d0416cad0357821532c11b6396cf3.png,B FLEX,CALIFORNIA,Run,Rush,1089.140380859375,353.9184265136719,583.5142211914062,521.4706420898438,1187.995605,355.60382080078125,796.4274291992188,381.097168,995.3081665039062,399.91448974609375,216.99395751953125,347.0903625488281,1047.177734,508.9889221191406,720.3718872070312,388.9377441,929.0660400390625,400.7330627441406,586.5636596679688,371.0290222167969,884.6737670898438,389.0019531,558.4876708984375,250.32078552246094,872.9383544921875,283.34906005859375,586.6486816,291.86627197265625,0,0,760.1535645,331.0809020996094,0,0,0,0,0,0,0,0,0,0,0,0
9e60fb41d0f433bf193933a405c57f208eb35c5f18a41ac5e559f0fc1ccbcc66.png,BUNCH,,Pass,Scramble,1127.836914,536.4716797,321.2388000488281,411.2199401855469,1240.637207,387.3089599609375,439.67413330078125,326.4140319824219,1211.091552734375,378.6927490234375,731.0736083984375,552.4482422,989.2216797,449.0381164550781,778.1645508,305.1630554199219,992.6191406,322.7781066894531,855.4785766601562,421.7095947265625,0,0,712.2695313,289.3894348144531,0,0,655.7440185546875,414.6512145996094,0,0,816.4540405273438,352.77105712890625,0,0,650.6225586,364.0037841796875,0,0,0,0,0,0,0,0
c5473b3327bd3e7b686d096bca992e4889d7704f839488e15437b8d5c1b0f79e.png,B FLEX,GB COUNTER,Run,Rush,1055.267333984375,409.89642333984375,799.8806152,502.1447448730469,991.7322387695312,487.9919434,347.8199462890625,327.1450500488281,1160.311767578125,275.78643798828125,588.9589844,382.1641845703125,1188.758544921875,286.4155273,665.2521362304688,295.2022705078125,1011.4808349609375,271.09979248046875,860.9966430664062,326.1568298339844,968.8150634765625,326.2653503417969,851.9760742,262.2217712402344,1192.061035,292.34234619140625,685.7567749023438,247.00997924804688,0,0,823.4185791015625,230.6990509033203,0,0,0,0,0,0,0,0,0,0,0,0
5aa3aa4399c7db67b075104a368d2d362f8015e539f5d7f9ef6236d45681d322.png,LIGHTNING,,Pass,Complete,979.1386719,535.0082397460938,813.8754883,537.6408081054688,1208.863037109375,336.6583251953125,370.74371337890625,375.09796142578125,1166.1353759765625,324.3916320800781,630.2302856445312,397.5509338378906,1000.787841796875,438.47381591796875,480.27044677734375,299.5217285,1011.6178588867188,285.831543,849.9534912109375,346.4413757324219,0,0,619.8027344,398.3051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ced36235fba32b557411efa1e1245269a28ee64a2d9b6efda4aa6ab4ce045d96.png,LIGHTNING,,Pass,Scramble,308.50555419921875,521.8709716796875,1259.199707,296.45831298828125,599.3370361328125,377.4340515136719,897.3417969,372.4158630371094,786.9300537109375,290.6792297363281,849.6003418,225.88864135742188,731.8713379,313.0688781738281,1034.8599853515625,322.9356689453125,1030.232177734375,386.3398132324219,1097.796630859375,256.6383056640625,686.7962036132812,262.9674377441406,1270.188232421875,321.1719970703125,908.9924316,501.7780762,308.50555419921875,521.8709716796875,921.4539794921875,311.9330749511719,599.3370361328125,377.4340515136719,575.3222656,324.5121154785156,786.9300537109375,290.6792297363281,1107.71582,259.3868713378906,731.8713379,313.0688781738281,688.0104370117188,261.4687194824219,686.7962036132812,262.9674377441406
05d3c9ee236016493d814f8309587df83aef2f8df72abcd6a3f86bc6731d16b1.png,B FLEX,,Run,Rush,807.5504150390625,592.5447387695312,807.5504150390625,592.5447387695312,1055.110352,374.3885192871094,371.5334777832031,411.3995361328125,1117.177734,313.76788330078125,670.6993408203125,596.9616699,992.9064941,417.32720947265625,670.6993408203125,596.9616699,1237.6507568359375,391.38592529296875,751.2561035,448.7302246,1057.030029296875,374.29388427734375,751.2561035,448.7302246,1121.97998,324.24029541015625,780.9400634765625,339.4398498535156,0,0,780.9400634765625,339.4398498535156,0,0,713.2880249023438,395.9602355957031,0,0,713.2880249023438,395.9602355957031,0,0,847.692627,423.0099182128906
7c566fbcde7dd28591cc16c3823d3d7ad2bf07ade594d6545f7565bb32b61304.png,CHIEF,,Pass,Incomplete,899.3146973,374.8340148925781,664.5721435546875,361.32891845703125,1352.724609,451.62542724609375,1180.580078,409.97344970703125,701.2615966796875,435.1850586,701.2615966796875,435.1850586,314.8066711425781,309.38665771484375,449.94610595703125,318.9785156,449.94610595703125,318.9785156,592.4101563,326.7307129,1022.3607177734375,346.20257568359375,504.61175537109375,384.5028076171875,592.4101563,326.7307129,561.0881348,369.8400879,504.61175537109375,384.5028076171875,1178.576904296875,465.8139343261719,561.0881348,369.8400879,640.4183959960938,338.9605712890625,996.8376465,326.6156005859375,664.5721435546875,361.32891845703125,640.4183959960938,338.9605712890625,0,0
6f3c648e546e26364d3c0514b0d998e4fe87f8096de48c8ec035a6bba0e7674a.png,LIGHTNING,,Pass,Incomplete,1310.452880859375,445.8532409667969,846.7635498046875,483.5008239746094,1098.373535,379.3750915527344,579.3358154296875,366.3282470703125,892.1917724609375,359.3381652832031,420.10369873046875,318.6735534667969,1022.5148315429688,324.2545471191406,620.0743408203125,315.8698425292969,970.4903564453125,313.6060791015625,306.48736572265625,288.9095458984375,0,0,817.6138916015625,346.9909973144531,0,0,769.6666259765625,370.0827637,0,0,751.3666992,338.8827819824219,0,0,707.0991211,329.10321044921875,0,0,776.6055297851562,364.5877990722656,0,0,0,0
183a274826e48984396da5568b843b73c92ccc2890522ed83e07e2c314cbb659.png,LIGHTNING,,Pass,Incomplete,1314.916992,460.3175048828125,1080.61084,492.8859558105469,1037.4493408203125,351.3223571777344,330.8753662109375,407.2217102050781,950.5289306640625,363.7190246582031,586.6739501953125,339.0083008,853.770752,387.4050293,798.0787353515625,399.8838806152344,972.1729736328125,311.9269714355469,286.1965332,317.4672546386719,680.4278564453125,327.7067871,425.83404541015625,342.39398193359375,740.4063110351562,343.5868225097656,514.7923583984375,365.5930176,970.9364013671875,352.9315490722656,726.6791992,386.11688232421875,0,0,670.9643555,398.7084961,0,0,0,0,0,0,0,0
